concept:name,case:concept:name,time:timestamp
Add penalty,N95495,2006-10-24 22:00:00+00:00
Payment,N95495,2007-10-25 22:00:00+00:00
Create Fine,N96265,2006-05-24 22:00:00+00:00
Send Fine,N96265,2006-09-08 22:00:00+00:00
Insert Fine Notification,N96265,2006-09-17 22:00:00+00:00
Insert Date Appeal to Prefecture,N96265,2006-10-12 22:00:00+00:00
Appeal to Judge,N96265,2006-10-27 22:00:00+00:00
Add penalty,N96265,2006-11-16 23:00:00+00:00
Send Appeal to Prefecture,N96265,2006-11-26 23:00:00+00:00
Receive Result Appeal from Prefecture,N96265,2007-02-08 23:00:00+00:00
Notify Result Appeal to Offender,N96265,2007-02-13 23:00:00+00:00
Create Fine,N98923,2006-06-27 22:00:00+00:00
Send Fine,N98923,2006-11-15 23:00:00+00:00
Insert Fine Notification,N98923,2006-11-27 23:00:00+00:00
Insert Date Appeal to Prefecture,N98923,2007-01-17 23:00:00+00:00
Add penalty,N98923,2007-01-26 23:00:00+00:00
Receive Result Appeal from Prefecture,N98923,2007-06-21 22:00:00+00:00
Notify Result Appeal to Offender,N98923,2007-06-27 22:00:00+00:00
Payment,N98923,2007-07-15 22:00:00+00:00
Create Fine,N98929,2006-06-27 22:00:00+00:00
Send Fine,N98929,2006-11-15 23:00:00+00:00
Insert Fine Notification,N98929,2006-11-27 23:00:00+00:00
Add penalty,N98929,2007-01-26 23:00:00+00:00
Insert Date Appeal to Prefecture,N98929,2007-03-05 23:00:00+00:00
Appeal to Judge,N98929,2007-10-07 22:00:00+00:00
Send Appeal to Prefecture,N98929,2011-12-24 23:00:00+00:00
Create Fine,N99647,2006-06-30 22:00:00+00:00
Send Fine,N99647,2006-11-15 23:00:00+00:00
Insert Fine Notification,N99647,2006-11-27 23:00:00+00:00
Add penalty,N99647,2007-01-26 23:00:00+00:00
Insert Date Appeal to Prefecture,N99647,2007-03-05 23:00:00+00:00
Receive Result Appeal from Prefecture,N99647,2007-09-30 22:00:00+00:00
Notify Result Appeal to Offender,N99647,2007-10-08 22:00:00+00:00
Appeal to Judge,N99647,2007-10-17 22:00:00+00:00
Send for Credit Collection,N99647,2010-10-14 22:00:00+00:00
Send Appeal to Prefecture,N99647,2011-12-24 23:00:00+00:00
Create Fine,P1505,2011-07-29 22:00:00+00:00
Send Fine,P1505,2011-09-20 22:00:00+00:00
Insert Fine Notification,P1505,2011-11-15 23:00:00+00:00
Send Appeal to Prefecture,P1505,2011-12-24 23:00:00+00:00
Insert Date Appeal to Prefecture,P1505,2012-01-11 23:00:00+00:00
Add penalty,P1505,2012-01-14 23:00:00+00:00
Receive Result Appeal from Prefecture,P1505,2012-04-10 22:00:00+00:00
Notify Result Appeal to Offender,P1505,2012-04-15 22:00:00+00:00
Create Fine,P20,2011-06-10 22:00:00+00:00
Send Fine,P20,2011-07-25 22:00:00+00:00
Insert Fine Notification,P20,2011-08-19 22:00:00+00:00
Add penalty,P20,2011-10-18 22:00:00+00:00
Insert Date Appeal to Prefecture,P20,2011-11-06 23:00:00+00:00
Send Appeal to Prefecture,P20,2011-12-19 23:00:00+00:00
Receive Result Appeal from Prefecture,P20,2012-02-14 23:00:00+00:00
Payment,P20,2012-04-26 22:00:00+00:00
Create Fine,P2779,2011-09-05 22:00:00+00:00
Send Fine,P2779,2011-10-23 22:00:00+00:00
Send Appeal to Prefecture,P2779,2011-12-24 23:00:00+00:00
Insert Fine Notification,P2779,2012-01-25 23:00:00+00:00
Insert Date Appeal to Prefecture,P2779,2012-02-10 23:00:00+00:00
Add penalty,P2779,2012-03-25 22:00:00+00:00
Receive Result Appeal from Prefecture,P2779,2012-05-10 22:00:00+00:00
Notify Result Appeal to Offender,P2779,2012-05-20 22:00:00+00:00
Create Fine,P3316,2012-10-02 22:00:00+00:00
Send Fine,P3316,2013-03-05 23:00:00+00:00
Insert Fine Notification,P3316,2013-03-12 23:00:00+00:00
Insert Date Appeal to Prefecture,P3316,2013-03-20 23:00:00+00:00
Send Appeal to Prefecture,P3316,2013-04-21 22:00:00+00:00
Receive Result Appeal from Prefecture,P3316,2013-05-09 22:00:00+00:00
Add penalty,P3316,2013-05-11 22:00:00+00:00
Notify Result Appeal to Offender,P3316,2013-05-14 22:00:00+00:00
Create Fine,P3840,2012-01-31 23:00:00+00:00
Send Fine,P3840,2012-03-13 23:00:00+00:00
Insert Fine Notification,P3840,2012-03-22 23:00:00+00:00
Insert Date Appeal to Prefecture,P3840,2012-04-02 22:00:00+00:00
Send Appeal to Prefecture,P3840,2012-04-26 22:00:00+00:00
Add penalty,P3840,2012-05-21 22:00:00+00:00
Payment,P3840,2012-09-20 22:00:00+00:00
Create Fine,S105079,2005-07-21 22:00:00+00:00
Send Fine,S105079,2005-12-02 23:00:00+00:00
Insert Fine Notification,S105079,2005-12-19 23:00:00+00:00
Add penalty,S105079,2006-02-17 23:00:00+00:00
Insert Date Appeal to Prefecture,S105079,2006-05-30 22:00:00+00:00
Payment,S105079,2007-01-08 23:00:00+00:00
Create Fine,S108264,2005-11-08 23:00:00+00:00
Send Fine,S108264,2006-02-14 23:00:00+00:00
Insert Fine Notification,S108264,2006-02-21 23:00:00+00:00
Insert Date Appeal to Prefecture,S108264,2006-03-05 23:00:00+00:00
Add penalty,S108264,2006-04-22 22:00:00+00:00
Send Appeal to Prefecture,S108264,2006-05-01 22:00:00+00:00
Receive Result Appeal from Prefecture,S108264,2006-06-28 22:00:00+00:00
Notify Result Appeal to Offender,S108264,2006-07-09 22:00:00+00:00
Appeal to Judge,S108264,2006-07-12 22:00:00+00:00
Payment,S108264,2007-08-03 22:00:00+00:00
Payment,S108264,2007-09-13 22:00:00+00:00
Create Fine,S112135,2006-06-26 22:00:00+00:00
Send Fine,S112135,2006-11-15 23:00:00+00:00
Insert Fine Notification,S112135,2006-11-29 23:00:00+00:00
Add penalty,S112135,2007-01-28 23:00:00+00:00
Insert Date Appeal to Prefecture,S112135,2007-01-29 23:00:00+00:00
Receive Result Appeal from Prefecture,S112135,2007-05-21 22:00:00+00:00
Notify Result Appeal to Offender,S112135,2007-06-17 22:00:00+00:00
Create Fine,S112486,2006-12-19 23:00:00+00:00
Send Fine,S112486,2007-04-04 22:00:00+00:00
Insert Date Appeal to Prefecture,S112486,2007-05-15 22:00:00+00:00
Insert Fine Notification,S112486,2007-06-26 22:00:00+00:00
Send Appeal to Prefecture,S112486,2007-07-05 22:00:00+00:00
Add penalty,S112486,2007-08-25 22:00:00+00:00
Receive Result Appeal from Prefecture,S112486,2007-11-20 23:00:00+00:00
Notify Result Appeal to Offender,S112486,2007-11-26 23:00:00+00:00
Payment,S112486,2008-01-22 23:00:00+00:00
Payment,S112486,2008-02-21 23:00:00+00:00
Create Fine,S113200,2006-07-27 22:00:00+00:00
Send Fine,S113200,2006-12-11 23:00:00+00:00
Insert Fine Notification,S113200,2006-12-28 23:00:00+00:00
Insert Date Appeal to Prefecture,S113200,2007-01-10 23:00:00+00:00
Add penalty,S113200,2007-02-26 23:00:00+00:00
Send Appeal to Prefecture,S113200,2007-02-27 23:00:00+00:00
Payment,S113200,2007-03-04 23:00:00+00:00
Payment,S113200,2007-07-30 22:00:00+00:00
Create Fine,S114328,2006-08-09 22:00:00+00:00
Send Fine,S114328,2006-12-12 23:00:00+00:00
Appeal to Judge,S114328,2007-02-06 23:00:00+00:00
Create Fine,S126847,2008-08-04 22:00:00+00:00
Insert Date Appeal to Prefecture,S126847,2008-10-09 22:00:00+00:00
Send Fine,S126847,2008-10-20 22:00:00+00:00
Insert Fine Notification,S126847,2008-11-02 23:00:00+00:00
Send Appeal to Prefecture,S126847,2008-12-14 23:00:00+00:00
Add penalty,S126847,2009-01-01 23:00:00+00:00
Receive Result Appeal from Prefecture,S126847,2009-02-05 23:00:00+00:00
Notify Result Appeal to Offender,S126847,2009-03-29 22:00:00+00:00
Send for Credit Collection,S126847,2010-10-14 22:00:00+00:00
Create Fine,S134268,2009-02-21 23:00:00+00:00
Send Fine,S134268,2009-05-31 22:00:00+00:00
Insert Fine Notification,S134268,2009-06-04 22:00:00+00:00
Insert Date Appeal to Prefecture,S134268,2009-07-01 22:00:00+00:00
Appeal to Judge,S134268,2009-07-02 22:00:00+00:00
Add penalty,S134268,2009-08-03 22:00:00+00:00
Send Appeal to Prefecture,S134268,2009-08-27 22:00:00+00:00
Create Fine,S136743,2009-05-22 22:00:00+00:00
Send Fine,S136743,2009-07-28 22:00:00+00:00
Insert Fine Notification,S136743,2009-08-02 22:00:00+00:00
Add penalty,S136743,2009-10-01 22:00:00+00:00
Appeal to Judge,S136743,2009-10-01 22:00:00+00:00
Payment,S136743,2011-09-15 22:00:00+00:00
Payment,S136743,2011-11-06 23:00:00+00:00
Payment,S136743,2011-12-04 23:00:00+00:00
Payment,S136743,2012-01-08 23:00:00+00:00
Create Fine,S136885,2009-05-10 22:00:00+00:00
Send Fine,S136885,2009-07-27 22:00:00+00:00
Insert Fine Notification,S136885,2009-08-04 22:00:00+00:00
Insert Date Appeal to Prefecture,S136885,2009-09-01 22:00:00+00:00
Add penalty,S136885,2009-10-03 22:00:00+00:00
Receive Result Appeal from Prefecture,S136885,2010-03-07 23:00:00+00:00
Notify Result Appeal to Offender,S136885,2010-03-19 23:00:00+00:00
Appeal to Judge,S136885,2010-04-21 22:00:00+00:00
Send Appeal to Prefecture,S136885,2011-12-24 23:00:00+00:00
Create Fine,S137319,2009-05-27 22:00:00+00:00
Send Fine,S137319,2009-07-28 22:00:00+00:00
Insert Fine Notification,S137319,2009-08-02 22:00:00+00:00
Add penalty,S137319,2009-10-01 22:00:00+00:00
Appeal to Judge,S137319,2009-10-01 22:00:00+00:00
Payment,S137319,2011-09-01 22:00:00+00:00
Payment,S137319,2011-09-15 22:00:00+00:00
Create Fine,S138146,2009-07-04 22:00:00+00:00
Send Fine,S138146,2009-11-10 23:00:00+00:00
Insert Fine Notification,S138146,2009-11-15 23:00:00+00:00
Insert Date Appeal to Prefecture,S138146,2009-11-22 23:00:00+00:00
Send Appeal to Prefecture,S138146,2009-12-16 23:00:00+00:00
Receive Result Appeal from Prefecture,S138146,2009-12-30 23:00:00+00:00
Notify Result Appeal to Offender,S138146,2010-01-07 23:00:00+00:00
Add penalty,S138146,2010-01-14 23:00:00+00:00
Appeal to Judge,S138146,2010-02-03 23:00:00+00:00
Create Fine,S140449,2009-11-15 23:00:00+00:00
Send Fine,S140449,2010-03-03 23:00:00+00:00
Insert Fine Notification,S140449,2010-03-09 23:00:00+00:00
Insert Date Appeal to Prefecture,S140449,2010-03-15 23:00:00+00:00
Send Appeal to Prefecture,S140449,2010-05-03 22:00:00+00:00
Add penalty,S140449,2010-05-08 22:00:00+00:00
Receive Result Appeal from Prefecture,S140449,2010-06-20 22:00:00+00:00
Notify Result Appeal to Offender,S140449,2010-06-22 22:00:00+00:00
Payment,S140449,2010-07-20 22:00:00+00:00
Appeal to Judge,S140449,2010-10-11 22:00:00+00:00
Create Fine,S141999,2009-08-17 22:00:00+00:00
Send Fine,S141999,2009-11-10 23:00:00+00:00
Insert Fine Notification,S141999,2009-11-16 23:00:00+00:00
Appeal to Judge,S141999,2009-12-03 23:00:00+00:00
Insert Date Appeal to Prefecture,S141999,2009-12-06 23:00:00+00:00
Send Appeal to Prefecture,S141999,2010-01-11 23:00:00+00:00
Add penalty,S141999,2010-01-15 23:00:00+00:00
Receive Result Appeal from Prefecture,S141999,2010-01-28 23:00:00+00:00
Notify Result Appeal to Offender,S141999,2010-03-01 23:00:00+00:00
Payment,S141999,2011-05-04 22:00:00+00:00
Create Fine,S142148,2009-08-05 22:00:00+00:00
Send Fine,S142148,2009-12-08 23:00:00+00:00
Insert Fine Notification,S142148,2009-12-13 23:00:00+00:00
Add penalty,S142148,2010-02-11 23:00:00+00:00
Appeal to Judge,S142148,2010-02-12 23:00:00+00:00
Payment,S142148,2011-11-06 23:00:00+00:00
Payment,S142148,2011-12-04 23:00:00+00:00
Payment,S142148,2012-01-08 23:00:00+00:00
Create Fine,S144360,2009-10-21 22:00:00+00:00
Send Fine,S144360,2010-01-18 23:00:00+00:00
Insert Fine Notification,S144360,2010-02-03 23:00:00+00:00
Add penalty,S144360,2010-04-04 22:00:00+00:00
Payment,S144360,2011-10-13 22:00:00+00:00
Payment,S144360,2012-01-02 23:00:00+00:00
Payment,S144360,2012-01-02 23:00:00+00:00
Send for Credit Collection,S144360,2012-03-25 22:00:00+00:00
Create Fine,S149373,2010-03-24 23:00:00+00:00
Payment,S149373,2010-03-31 22:00:00+00:00
Send Fine,S149373,2010-06-29 22:00:00+00:00
Insert Fine Notification,S149373,2010-07-11 22:00:00+00:00
Add penalty,S149373,2010-09-09 22:00:00+00:00
Insert Date Appeal to Prefecture,S149373,2010-10-26 22:00:00+00:00
Send Appeal to Prefecture,S149373,2010-10-30 22:00:00+00:00
Create Fine,S150345,2010-05-01 22:00:00+00:00
Send Fine,S150345,2010-08-19 22:00:00+00:00
Insert Fine Notification,S150345,2010-09-01 22:00:00+00:00
Insert Date Appeal to Prefecture,S150345,2010-09-29 22:00:00+00:00
Add penalty,S150345,2010-10-31 23:00:00+00:00
Send Appeal to Prefecture,S150345,2010-11-02 23:00:00+00:00
Payment,S150345,2011-11-06 23:00:00+00:00
Payment,S150345,2011-11-07 23:00:00+00:00
Payment,S150345,2011-12-04 23:00:00+00:00
Create Fine,S154142,2010-07-17 22:00:00+00:00
Send Fine,S154142,2010-09-10 22:00:00+00:00
Insert Fine Notification,S154142,2010-09-20 22:00:00+00:00
Add penalty,S154142,2010-11-19 23:00:00+00:00
Appeal to Judge,S154142,2010-12-13 23:00:00+00:00
Payment,S154142,2011-03-10 23:00:00+00:00
Payment,S154142,2011-04-04 22:00:00+00:00
Payment,S154142,2011-05-02 22:00:00+00:00
Payment,S154142,2011-06-05 22:00:00+00:00
Payment,S154142,2011-07-03 22:00:00+00:00
Create Fine,S157542,2011-08-05 22:00:00+00:00
Send Fine,S157542,2011-09-20 22:00:00+00:00
Insert Fine Notification,S157542,2011-11-16 23:00:00+00:00
Payment,S157542,2011-12-11 23:00:00+00:00
Add penalty,S157542,2012-01-15 23:00:00+00:00
Insert Date Appeal to Prefecture,S157542,2012-10-17 22:00:00+00:00
Send Appeal to Prefecture,S157542,2013-03-07 23:00:00+00:00
Create Fine,S161018,2011-07-10 22:00:00+00:00
Send Fine,S161018,2011-08-26 22:00:00+00:00
Insert Fine Notification,S161018,2011-09-04 22:00:00+00:00
Payment,S161018,2011-10-26 22:00:00+00:00
Add penalty,S161018,2011-11-03 23:00:00+00:00
Payment,S161018,2011-11-27 23:00:00+00:00
Payment,S161018,2011-12-26 23:00:00+00:00
Payment,S161018,2012-01-29 23:00:00+00:00
Payment,S161018,2012-02-27 23:00:00+00:00
Payment,S161018,2012-03-26 22:00:00+00:00
Payment,S161018,2012-04-25 22:00:00+00:00
Payment,S161018,2012-05-27 22:00:00+00:00
Create Fine,S161627,2011-02-03 23:00:00+00:00
Insert Date Appeal to Prefecture,S161627,2011-02-27 23:00:00+00:00
Send Fine,S161627,2011-02-28 23:00:00+00:00
Insert Fine Notification,S161627,2011-03-17 23:00:00+00:00
Send Appeal to Prefecture,S161627,2011-04-19 22:00:00+00:00
Add penalty,S161627,2011-05-16 22:00:00+00:00
Payment,S161627,2011-06-22 22:00:00+00:00
Create Fine,S161720,2011-01-29 23:00:00+00:00
Insert Date Appeal to Prefecture,S161720,2011-02-27 23:00:00+00:00
Send Fine,S161720,2011-02-28 23:00:00+00:00
Insert Fine Notification,S161720,2011-03-17 23:00:00+00:00
Send Appeal to Prefecture,S161720,2011-04-26 22:00:00+00:00
Add penalty,S161720,2011-05-16 22:00:00+00:00
Payment,S161720,2011-07-19 22:00:00+00:00
Payment,S161720,2011-09-26 22:00:00+00:00
Create Fine,S163356,2011-03-11 23:00:00+00:00
Insert Date Appeal to Prefecture,S163356,2011-04-19 22:00:00+00:00
Send Fine,S163356,2011-07-08 22:00:00+00:00
Send Appeal to Prefecture,S163356,2011-07-10 22:00:00+00:00
Create Fine,S184035,2012-07-03 22:00:00+00:00
Send Fine,S184035,2012-09-06 22:00:00+00:00
Insert Fine Notification,S184035,2012-09-16 22:00:00+00:00
Insert Date Appeal to Prefecture,S184035,2012-11-08 23:00:00+00:00
Add penalty,S184035,2012-11-15 23:00:00+00:00
Send Appeal to Prefecture,S184035,2013-01-02 23:00:00+00:00
Notify Result Appeal to Offender,S184035,2013-02-18 23:00:00+00:00
Receive Result Appeal from Prefecture,S184035,2013-02-27 23:00:00+00:00
Create Fine,S185824,2012-08-22 22:00:00+00:00
Send Fine,S185824,2012-11-04 23:00:00+00:00
Insert Date Appeal to Prefecture,S185824,2013-04-07 22:00:00+00:00
Send Appeal to Prefecture,S185824,2013-05-30 22:00:00+00:00
Receive Result Appeal from Prefecture,S185824,2013-06-13 22:00:00+00:00
Create Fine,S188608,2012-09-13 22:00:00+00:00
Send Fine,S188608,2012-11-16 23:00:00+00:00
Insert Fine Notification,S188608,2012-12-09 23:00:00+00:00
Insert Date Appeal to Prefecture,S188608,2013-01-13 23:00:00+00:00
Add penalty,S188608,2013-02-07 23:00:00+00:00
Send Appeal to Prefecture,S188608,2013-02-14 23:00:00+00:00
Receive Result Appeal from Prefecture,S188608,2013-03-24 23:00:00+00:00
Notify Result Appeal to Offender,S188608,2013-04-02 22:00:00+00:00
Payment,S188608,2013-05-03 22:00:00+00:00
Payment,S188608,2013-06-03 22:00:00+00:00
Create Fine,S37939,2000-06-19 22:00:00+00:00
Send Fine,S37939,2000-08-23 22:00:00+00:00
Insert Fine Notification,S37939,2000-09-07 22:00:00+00:00
Insert Date Appeal to Prefecture,S37939,2000-09-18 22:00:00+00:00
Send Appeal to Prefecture,S37939,2000-09-22 22:00:00+00:00
Payment,S37939,2000-10-19 22:00:00+00:00
Add penalty,S37939,2000-11-06 23:00:00+00:00
Payment,S37939,2001-01-24 23:00:00+00:00
Create Fine,S48325,2000-03-19 23:00:00+00:00
Payment,S48325,2000-03-19 23:00:00+00:00
Payment,S48325,2000-05-15 22:00:00+00:00
Send Fine,S48325,2000-05-16 22:00:00+00:00
Create Fine,S57438,2001-07-03 22:00:00+00:00
Send Fine,S57438,2001-08-26 22:00:00+00:00
Payment,S57438,2001-10-19 22:00:00+00:00
Insert Date Appeal to Prefecture,S57438,2001-10-23 22:00:00+00:00
Send Appeal to Prefecture,S57438,2001-11-19 23:00:00+00:00
Create Fine,S60542,2001-07-13 22:00:00+00:00
Send Fine,S60542,2001-10-17 22:00:00+00:00
Insert Fine Notification,S60542,2001-11-06 23:00:00+00:00
Insert Date Appeal to Prefecture,S60542,2001-11-07 23:00:00+00:00
Send Appeal to Prefecture,S60542,2001-11-08 23:00:00+00:00
Receive Result Appeal from Prefecture,S60542,2001-12-12 23:00:00+00:00
Add penalty,S60542,2002-01-05 23:00:00+00:00
Payment,S60542,2002-11-18 23:00:00+00:00
Payment,S60542,2002-12-17 23:00:00+00:00
Create Fine,S62223,2001-05-09 22:00:00+00:00
Insert Date Appeal to Prefecture,S62223,2001-05-14 22:00:00+00:00
Send Appeal to Prefecture,S62223,2001-06-13 22:00:00+00:00
Send Fine,S62223,2001-07-03 22:00:00+00:00
Payment,S62223,2001-08-09 22:00:00+00:00
Create Fine,S66322,2001-07-22 22:00:00+00:00
Send Fine,S66322,2001-10-17 22:00:00+00:00
Insert Fine Notification,S66322,2001-12-05 23:00:00+00:00
Insert Date Appeal to Prefecture,S66322,2001-12-10 23:00:00+00:00
Send Appeal to Prefecture,S66322,2002-01-02 23:00:00+00:00
Receive Result Appeal from Prefecture,S66322,2002-01-07 23:00:00+00:00
Add penalty,S66322,2002-02-03 23:00:00+00:00
Notify Result Appeal to Offender,S66322,2002-02-27 23:00:00+00:00
Payment,S66322,2002-03-12 23:00:00+00:00
Payment,S66322,2002-05-01 22:00:00+00:00
Create Fine,S68811,2001-08-15 22:00:00+00:00
Send Fine,S68811,2001-11-08 23:00:00+00:00
Insert Fine Notification,S68811,2001-11-30 23:00:00+00:00
Insert Date Appeal to Prefecture,S68811,2001-12-03 23:00:00+00:00
Send Appeal to Prefecture,S68811,2001-12-10 23:00:00+00:00
Receive Result Appeal from Prefecture,S68811,2001-12-27 23:00:00+00:00
Add penalty,S68811,2002-01-29 23:00:00+00:00
Payment,S68811,2002-06-02 22:00:00+00:00
Create Fine,S68987,2001-08-24 22:00:00+00:00
Send Fine,S68987,2001-11-08 23:00:00+00:00
Insert Fine Notification,S68987,2001-12-02 23:00:00+00:00
Insert Date Appeal to Prefecture,S68987,2001-12-05 23:00:00+00:00
Receive Result Appeal from Prefecture,S68987,2001-12-27 23:00:00+00:00
Send Appeal to Prefecture,S68987,2002-01-02 23:00:00+00:00
Add penalty,S68987,2002-01-31 23:00:00+00:00
Payment,S68987,2002-04-25 22:00:00+00:00
Create Fine,S69696,2001-09-19 22:00:00+00:00
Send Fine,S69696,2001-10-17 22:00:00+00:00
Insert Fine Notification,S69696,2001-12-02 23:00:00+00:00
Insert Date Appeal to Prefecture,S69696,2001-12-03 23:00:00+00:00
Send Appeal to Prefecture,S69696,2001-12-04 23:00:00+00:00
Receive Result Appeal from Prefecture,S69696,2002-01-02 23:00:00+00:00
Add penalty,S69696,2002-01-31 23:00:00+00:00
Notify Result Appeal to Offender,S69696,2002-04-23 22:00:00+00:00
Appeal to Judge,S69696,2002-04-24 22:00:00+00:00
Payment,S69696,2003-04-06 22:00:00+00:00
Payment,S69696,2003-07-22 22:00:00+00:00
Create Fine,S71777,2002-05-16 22:00:00+00:00
Send Fine,S71777,2002-07-28 22:00:00+00:00
Insert Date Appeal to Prefecture,S71777,2002-08-05 22:00:00+00:00
Send Appeal to Prefecture,S71777,2002-08-06 22:00:00+00:00
Appeal to Judge,S71777,2002-09-02 22:00:00+00:00
Create Fine,S73249,2002-07-05 22:00:00+00:00
Send Fine,S73249,2002-09-04 22:00:00+00:00
Insert Date Appeal to Prefecture,S73249,2002-09-11 22:00:00+00:00
Insert Fine Notification,S73249,2002-09-11 22:00:00+00:00
