concept:name,case:concept:name,time:timestamp
Appeal to Judge,S73249,2002-09-12 22:00:00+00:00
Send Appeal to Prefecture,S73249,2002-09-12 22:00:00+00:00
Add penalty,S73249,2002-11-10 23:00:00+00:00
Payment,S73249,2003-11-28 23:00:00+00:00
Create Fine,S73463,2002-06-22 22:00:00+00:00
Send Fine,S73463,2002-07-28 22:00:00+00:00
Appeal to Judge,S73463,2002-08-08 22:00:00+00:00
Insert Date Appeal to Prefecture,S73463,2002-09-11 22:00:00+00:00
Send Appeal to Prefecture,S73463,2002-10-09 22:00:00+00:00
Create Fine,S75970,2002-07-27 22:00:00+00:00
Send Fine,S75970,2002-09-11 22:00:00+00:00
Insert Fine Notification,S75970,2002-09-18 22:00:00+00:00
Insert Date Appeal to Prefecture,S75970,2002-10-07 22:00:00+00:00
Add penalty,S75970,2002-11-17 23:00:00+00:00
Send Appeal to Prefecture,S75970,2002-11-29 23:00:00+00:00
Receive Result Appeal from Prefecture,S75970,2003-02-20 23:00:00+00:00
Appeal to Judge,S75970,2003-05-01 22:00:00+00:00
Create Fine,S82666,2003-08-10 22:00:00+00:00
Send Fine,S82666,2003-11-09 23:00:00+00:00
Insert Fine Notification,S82666,2003-11-17 23:00:00+00:00
Insert Date Appeal to Prefecture,S82666,2003-11-26 23:00:00+00:00
Send Appeal to Prefecture,S82666,2003-12-21 23:00:00+00:00
Add penalty,S82666,2004-01-16 23:00:00+00:00
Receive Result Appeal from Prefecture,S82666,2004-04-01 22:00:00+00:00
Appeal to Judge,S82666,2004-04-02 22:00:00+00:00
Notify Result Appeal to Offender,S82666,2004-06-23 22:00:00+00:00
Payment,S82666,2005-09-21 22:00:00+00:00
Create Fine,S84347,2003-08-16 22:00:00+00:00
Send Fine,S84347,2003-11-09 23:00:00+00:00
Insert Fine Notification,S84347,2003-12-09 23:00:00+00:00
Insert Date Appeal to Prefecture,S84347,2004-01-15 23:00:00+00:00
Add penalty,S84347,2004-02-07 23:00:00+00:00
Send Appeal to Prefecture,S84347,2004-02-15 23:00:00+00:00
Receive Result Appeal from Prefecture,S84347,2004-06-07 22:00:00+00:00
Appeal to Judge,S84347,2004-06-08 22:00:00+00:00
Notify Result Appeal to Offender,S84347,2004-07-18 22:00:00+00:00
Create Fine,S86974,2003-07-28 22:00:00+00:00
Send Fine,S86974,2003-11-02 23:00:00+00:00
Insert Fine Notification,S86974,2003-11-13 23:00:00+00:00
Appeal to Judge,S86974,2003-11-14 23:00:00+00:00
Insert Date Appeal to Prefecture,S86974,2003-12-03 23:00:00+00:00
Send Appeal to Prefecture,S86974,2003-12-28 23:00:00+00:00
Add penalty,S86974,2004-01-12 23:00:00+00:00
Receive Result Appeal from Prefecture,S86974,2004-03-25 23:00:00+00:00
Notify Result Appeal to Offender,S86974,2004-04-15 22:00:00+00:00
Create Fine,S87021,2003-07-19 22:00:00+00:00
Send Fine,S87021,2003-11-02 23:00:00+00:00
Insert Fine Notification,S87021,2003-11-12 23:00:00+00:00
Add penalty,S87021,2004-01-11 23:00:00+00:00
Insert Date Appeal to Prefecture,S87021,2004-01-13 23:00:00+00:00
Send Appeal to Prefecture,S87021,2004-02-15 23:00:00+00:00
Receive Result Appeal from Prefecture,S87021,2004-06-07 22:00:00+00:00
Appeal to Judge,S87021,2004-06-08 22:00:00+00:00
Notify Result Appeal to Offender,S87021,2004-07-11 22:00:00+00:00
Create Fine,S87107,2003-08-12 22:00:00+00:00
Send Fine,S87107,2003-11-09 23:00:00+00:00
Insert Fine Notification,S87107,2003-11-16 23:00:00+00:00
Add penalty,S87107,2004-01-15 23:00:00+00:00
Receive Result Appeal from Prefecture,S87107,2004-04-01 22:00:00+00:00
Notify Result Appeal to Offender,S87107,2004-06-23 22:00:00+00:00
Appeal to Judge,S87107,2004-11-17 23:00:00+00:00
Payment,S87107,2005-09-21 22:00:00+00:00
Create Fine,S92963,2004-06-26 22:00:00+00:00
Send Fine,S92963,2004-11-21 23:00:00+00:00
Insert Fine Notification,S92963,2004-12-01 23:00:00+00:00
Add penalty,S92963,2005-01-30 23:00:00+00:00
Payment,S92963,2005-02-10 23:00:00+00:00
Appeal to Judge,S92963,2005-06-26 22:00:00+00:00
Payment,S92963,2005-12-11 23:00:00+00:00
Create Fine,S95307,2004-07-17 22:00:00+00:00
Send Fine,S95307,2004-11-22 23:00:00+00:00
Insert Fine Notification,S95307,2004-12-16 23:00:00+00:00
Add penalty,S95307,2005-02-14 23:00:00+00:00
Insert Date Appeal to Prefecture,S95307,2005-04-11 22:00:00+00:00
Send Appeal to Prefecture,S95307,2005-05-24 22:00:00+00:00
Receive Result Appeal from Prefecture,S95307,2005-06-27 22:00:00+00:00
Notify Result Appeal to Offender,S95307,2005-07-27 22:00:00+00:00
Appeal to Judge,S95307,2005-09-30 22:00:00+00:00
Send for Credit Collection,S95307,2009-03-29 22:00:00+00:00
Create Fine,S95382,2005-07-24 22:00:00+00:00
Send Fine,S95382,2005-12-02 23:00:00+00:00
Insert Fine Notification,S95382,2005-12-19 23:00:00+00:00
Payment,S95382,2006-01-10 23:00:00+00:00
Add penalty,S95382,2006-02-17 23:00:00+00:00
Appeal to Judge,S95382,2007-11-15 23:00:00+00:00
Create Fine,S96683,2004-08-06 22:00:00+00:00
Send Fine,S96683,2004-12-16 23:00:00+00:00
Insert Fine Notification,S96683,2005-01-06 23:00:00+00:00
Insert Date Appeal to Prefecture,S96683,2005-01-12 23:00:00+00:00
Appeal to Judge,S96683,2005-01-20 23:00:00+00:00
Send Appeal to Prefecture,S96683,2005-02-20 23:00:00+00:00
Add penalty,S96683,2005-03-07 23:00:00+00:00
Receive Result Appeal from Prefecture,S96683,2005-04-07 22:00:00+00:00
Create Fine,V10030,2002-09-09 22:00:00+00:00
Send Fine,V10030,2002-10-24 22:00:00+00:00
Insert Date Appeal to Prefecture,V10030,2002-11-01 23:00:00+00:00
Send Appeal to Prefecture,V10030,2002-11-02 23:00:00+00:00
Insert Fine Notification,V10030,2002-11-03 23:00:00+00:00
Add penalty,V10030,2003-01-02 23:00:00+00:00
Payment,V10030,2004-02-22 23:00:00+00:00
Create Fine,V10149,2002-09-18 22:00:00+00:00
Insert Date Appeal to Prefecture,V10149,2002-10-31 23:00:00+00:00
Send Appeal to Prefecture,V10149,2002-11-01 23:00:00+00:00
Send Fine,V10149,2002-11-22 23:00:00+00:00
Insert Fine Notification,V10149,2002-11-29 23:00:00+00:00
Add penalty,V10149,2003-01-28 23:00:00+00:00
Payment,V10149,2003-10-16 22:00:00+00:00
Create Fine,V10395,2002-09-25 22:00:00+00:00
Send Fine,V10395,2003-01-14 23:00:00+00:00
Insert Fine Notification,V10395,2003-01-23 23:00:00+00:00
Appeal to Judge,V10395,2003-02-25 23:00:00+00:00
Add penalty,V10395,2003-03-24 23:00:00+00:00
Payment,V10395,2006-05-11 22:00:00+00:00
Payment,V10395,2006-06-11 22:00:00+00:00
Payment,V10395,2006-07-12 22:00:00+00:00
Create Fine,V10968,2003-02-25 23:00:00+00:00
Send Fine,V10968,2003-09-15 22:00:00+00:00
Insert Fine Notification,V10968,2003-09-24 22:00:00+00:00
Add penalty,V10968,2003-11-23 23:00:00+00:00
Insert Date Appeal to Prefecture,V10968,2003-11-23 23:00:00+00:00
Send Appeal to Prefecture,V10968,2003-12-02 23:00:00+00:00
Receive Result Appeal from Prefecture,V10968,2004-04-01 22:00:00+00:00
Appeal to Judge,V10968,2004-04-02 22:00:00+00:00
Notify Result Appeal to Offender,V10968,2004-06-25 22:00:00+00:00
Payment,V10968,2006-06-06 22:00:00+00:00
Create Fine,V11249,2003-03-25 23:00:00+00:00
Send Fine,V11249,2003-05-19 22:00:00+00:00
Insert Fine Notification,V11249,2003-05-30 22:00:00+00:00
Insert Date Appeal to Prefecture,V11249,2003-07-23 22:00:00+00:00
Add penalty,V11249,2003-07-29 22:00:00+00:00
Send Appeal to Prefecture,V11249,2003-08-04 22:00:00+00:00
Receive Result Appeal from Prefecture,V11249,2003-09-29 22:00:00+00:00
Notify Result Appeal to Offender,V11249,2003-11-07 23:00:00+00:00
Payment,V11249,2004-01-18 23:00:00+00:00
Payment,V11249,2004-02-05 23:00:00+00:00
Payment,V11249,2004-02-29 23:00:00+00:00
Payment,V11249,2004-04-01 22:00:00+00:00
Payment,V11249,2004-05-04 22:00:00+00:00
Payment,V11249,2004-06-18 22:00:00+00:00
Create Fine,V11762,2003-05-05 22:00:00+00:00
Send Fine,V11762,2003-09-15 22:00:00+00:00
Insert Fine Notification,V11762,2003-09-24 22:00:00+00:00
Insert Date Appeal to Prefecture,V11762,2003-10-05 22:00:00+00:00
Send Appeal to Prefecture,V11762,2003-10-29 23:00:00+00:00
Add penalty,V11762,2003-11-23 23:00:00+00:00
Receive Result Appeal from Prefecture,V11762,2003-12-14 23:00:00+00:00
Appeal to Judge,V11762,2004-03-09 23:00:00+00:00
Create Fine,V11790,2003-05-08 22:00:00+00:00
Send Fine,V11790,2003-09-15 22:00:00+00:00
Insert Fine Notification,V11790,2003-09-25 22:00:00+00:00
Insert Date Appeal to Prefecture,V11790,2003-10-15 22:00:00+00:00
Send Appeal to Prefecture,V11790,2003-11-04 23:00:00+00:00
Add penalty,V11790,2003-11-24 23:00:00+00:00
Receive Result Appeal from Prefecture,V11790,2003-12-04 23:00:00+00:00
Notify Result Appeal to Offender,V11790,2004-02-20 23:00:00+00:00
Payment,V11790,2004-10-21 22:00:00+00:00
Payment,V11790,2004-11-15 23:00:00+00:00
Send for Credit Collection,V11790,2004-12-24 23:00:00+00:00
Create Fine,V11900,2003-05-13 22:00:00+00:00
Send Fine,V11900,2003-09-15 22:00:00+00:00
Insert Fine Notification,V11900,2003-09-25 22:00:00+00:00
Insert Date Appeal to Prefecture,V11900,2003-10-13 22:00:00+00:00
Send Appeal to Prefecture,V11900,2003-11-04 23:00:00+00:00
Add penalty,V11900,2003-11-24 23:00:00+00:00
Receive Result Appeal from Prefecture,V11900,2003-12-04 23:00:00+00:00
Notify Result Appeal to Offender,V11900,2004-02-20 23:00:00+00:00
Payment,V11900,2004-04-21 22:00:00+00:00
Payment,V11900,2004-05-27 22:00:00+00:00
Payment,V11900,2004-06-28 22:00:00+00:00
Payment,V11900,2004-08-01 22:00:00+00:00
Payment,V11900,2004-09-01 22:00:00+00:00
Payment,V11900,2004-09-26 22:00:00+00:00
Create Fine,V16089,2006-07-25 22:00:00+00:00
Send Fine,V16089,2006-12-03 23:00:00+00:00
Insert Fine Notification,V16089,2006-12-14 23:00:00+00:00
Insert Date Appeal to Prefecture,V16089,2006-12-18 23:00:00+00:00
Appeal to Judge,V16089,2007-01-09 23:00:00+00:00
Send Appeal to Prefecture,V16089,2007-02-01 23:00:00+00:00
Add penalty,V16089,2007-02-12 23:00:00+00:00
Receive Result Appeal from Prefecture,V16089,2007-04-29 22:00:00+00:00
Notify Result Appeal to Offender,V16089,2007-05-11 22:00:00+00:00
Send for Credit Collection,V16089,2009-03-29 22:00:00+00:00
Create Fine,V16549,2006-12-12 23:00:00+00:00
Send Fine,V16549,2006-12-28 23:00:00+00:00
Insert Fine Notification,V16549,2007-01-07 23:00:00+00:00
Insert Date Appeal to Prefecture,V16549,2007-02-15 23:00:00+00:00
Add penalty,V16549,2007-03-08 23:00:00+00:00
Receive Result Appeal from Prefecture,V16549,2007-08-30 22:00:00+00:00
Appeal to Judge,V16549,2007-10-02 22:00:00+00:00
Send Appeal to Prefecture,V16549,2011-12-24 23:00:00+00:00
Create Fine,V16732,2007-08-25 22:00:00+00:00
Send Fine,V16732,2008-06-03 22:00:00+00:00
Insert Fine Notification,V16732,2008-06-08 22:00:00+00:00
Insert Date Appeal to Prefecture,V16732,2008-06-12 22:00:00+00:00
Send Appeal to Prefecture,V16732,2008-07-13 22:00:00+00:00
Receive Result Appeal from Prefecture,V16732,2008-07-23 22:00:00+00:00
Add penalty,V16732,2008-08-07 22:00:00+00:00
Notify Result Appeal to Offender,V16732,2008-08-08 22:00:00+00:00
Appeal to Judge,V16732,2008-09-15 22:00:00+00:00
Payment,V16732,2009-03-16 23:00:00+00:00
Create Fine,V18308,2009-02-27 23:00:00+00:00
Send Fine,V18308,2009-06-11 22:00:00+00:00
Insert Fine Notification,V18308,2009-06-17 22:00:00+00:00
Add penalty,V18308,2009-08-16 22:00:00+00:00
Insert Date Appeal to Prefecture,V18308,2009-09-06 22:00:00+00:00
Receive Result Appeal from Prefecture,V18308,2010-03-07 23:00:00+00:00
Notify Result Appeal to Offender,V18308,2010-03-14 23:00:00+00:00
Send Appeal to Prefecture,V18308,2011-12-24 23:00:00+00:00
Send for Credit Collection,V18308,2012-03-25 22:00:00+00:00
Create Fine,V18366,2009-03-24 23:00:00+00:00
Send Fine,V18366,2009-07-19 22:00:00+00:00
Insert Fine Notification,V18366,2009-08-03 22:00:00+00:00
Add penalty,V18366,2009-10-02 22:00:00+00:00
Payment,V18366,2010-08-29 22:00:00+00:00
Payment,V18366,2010-09-26 22:00:00+00:00
Payment,V18366,2010-10-26 22:00:00+00:00
Payment,V18366,2010-11-28 23:00:00+00:00
Payment,V18366,2010-12-20 23:00:00+00:00
Payment,V18366,2011-01-20 23:00:00+00:00
Payment,V18366,2011-02-22 23:00:00+00:00
Payment,V18366,2011-03-27 22:00:00+00:00
Payment,V18366,2011-04-20 22:00:00+00:00
Payment,V18366,2011-05-24 22:00:00+00:00
Create Fine,V18908,2010-03-16 23:00:00+00:00
Send Fine,V18908,2010-04-26 22:00:00+00:00
Insert Fine Notification,V18908,2010-05-07 22:00:00+00:00
Add penalty,V18908,2010-07-06 22:00:00+00:00
Payment,V18908,2011-03-24 23:00:00+00:00
Payment,V18908,2011-04-28 22:00:00+00:00
Payment,V18908,2011-06-02 22:00:00+00:00
Payment,V18908,2011-06-30 22:00:00+00:00
Payment,V18908,2011-08-01 22:00:00+00:00
Payment,V18908,2011-09-01 22:00:00+00:00
Payment,V18908,2011-11-05 23:00:00+00:00
Payment,V18908,2011-11-07 23:00:00+00:00
Payment,V18908,2011-12-04 23:00:00+00:00
Payment,V18908,2012-01-09 23:00:00+00:00
Send for Credit Collection,V18908,2012-03-25 22:00:00+00:00
Create Fine,V4402,2000-03-07 23:00:00+00:00
Payment,V4402,2000-03-07 23:00:00+00:00
Send Fine,V4402,2000-03-22 23:00:00+00:00
Insert Fine Notification,V4402,2000-04-13 22:00:00+00:00
Insert Date Appeal to Prefecture,V4402,2000-05-17 22:00:00+00:00
Send Appeal to Prefecture,V4402,2000-05-23 22:00:00+00:00
Add penalty,V4402,2000-06-12 22:00:00+00:00
Receive Result Appeal from Prefecture,V4402,2000-07-01 22:00:00+00:00
Notify Result Appeal to Offender,V4402,2000-07-10 22:00:00+00:00
Create Fine,V4870,2000-05-30 22:00:00+00:00
Send Fine,V4870,2000-07-08 22:00:00+00:00
Insert Fine Notification,V4870,2000-07-23 22:00:00+00:00
Payment,V4870,2000-09-20 22:00:00+00:00
Add penalty,V4870,2000-09-21 22:00:00+00:00
Insert Date Appeal to Prefecture,V4870,2000-09-26 22:00:00+00:00
Send Appeal to Prefecture,V4870,2000-10-18 22:00:00+00:00
Payment,V4870,2000-11-07 23:00:00+00:00
Create Fine,V7190,2001-04-20 22:00:00+00:00
Send Fine,V7190,2001-06-06 22:00:00+00:00
Insert Fine Notification,V7190,2001-07-01 22:00:00+00:00
Insert Date Appeal to Prefecture,V7190,2001-08-21 22:00:00+00:00
Add penalty,V7190,2001-08-30 22:00:00+00:00
Payment,V7190,2001-09-28 22:00:00+00:00
Payment,V7190,2002-08-06 22:00:00+00:00
Create Fine,V7616,2001-07-26 22:00:00+00:00
Send Fine,V7616,2001-08-26 22:00:00+00:00
Insert Fine Notification,V7616,2001-10-22 22:00:00+00:00
Insert Date Appeal to Prefecture,V7616,2001-12-12 23:00:00+00:00
Add penalty,V7616,2001-12-21 23:00:00+00:00
Receive Result Appeal from Prefecture,V7616,2002-01-09 23:00:00+00:00
Send Appeal to Prefecture,V7616,2002-01-09 23:00:00+00:00
Payment,V7616,2002-04-29 22:00:00+00:00
Create Fine,V7767,2001-08-09 22:00:00+00:00
Send Fine,V7767,2001-10-17 22:00:00+00:00
Insert Fine Notification,V7767,2001-12-05 23:00:00+00:00
Appeal to Judge,V7767,2001-12-06 23:00:00+00:00
Add penalty,V7767,2002-02-03 23:00:00+00:00
Payment,V7767,2005-02-10 23:00:00+00:00
Payment,V7767,2005-03-11 23:00:00+00:00
Payment,V7767,2005-04-12 22:00:00+00:00
Payment,V7767,2005-05-08 22:00:00+00:00
Payment,V7767,2005-06-21 22:00:00+00:00
Payment,V7767,2005-07-18 22:00:00+00:00
Create Fine,V7999,2001-08-30 22:00:00+00:00
Send Fine,V7999,2001-11-15 23:00:00+00:00
Insert Fine Notification,V7999,2001-12-06 23:00:00+00:00
Receive Result Appeal from Prefecture,V7999,2002-01-15 23:00:00+00:00
Insert Date Appeal to Prefecture,V7999,2002-01-30 23:00:00+00:00
Send Appeal to Prefecture,V7999,2002-02-03 23:00:00+00:00
Add penalty,V7999,2002-02-04 23:00:00+00:00
Payment,V7999,2002-09-18 22:00:00+00:00
Create Fine,V8169,2001-09-24 22:00:00+00:00
Send Fine,V8169,2001-11-15 23:00:00+00:00
Insert Fine Notification,V8169,2001-12-06 23:00:00+00:00
Insert Date Appeal to Prefecture,V8169,2001-12-07 23:00:00+00:00
Send Appeal to Prefecture,V8169,2001-12-08 23:00:00+00:00
Appeal to Judge,V8169,2001-12-23 23:00:00+00:00
Add penalty,V8169,2002-02-04 23:00:00+00:00
Payment,V8169,2002-12-11 23:00:00+00:00
Payment,V8169,2003-01-09 23:00:00+00:00
Payment,V8169,2003-02-16 23:00:00+00:00
Payment,V8169,2003-03-23 23:00:00+00:00
Payment,V8169,2003-04-27 22:00:00+00:00
Payment,V8169,2003-05-26 22:00:00+00:00
Payment,V8169,2003-06-23 22:00:00+00:00
Payment,V8169,2003-07-14 22:00:00+00:00
Payment,V8169,2003-08-06 22:00:00+00:00
Payment,V8169,2003-09-07 22:00:00+00:00
Create Fine,V8192,2001-09-25 22:00:00+00:00
Send Fine,V8192,2001-11-15 23:00:00+00:00
Insert Fine Notification,V8192,2001-12-11 23:00:00+00:00
Insert Date Appeal to Prefecture,V8192,2001-12-12 23:00:00+00:00
Appeal to Judge,V8192,2001-12-13 23:00:00+00:00
Send Appeal to Prefecture,V8192,2001-12-13 23:00:00+00:00
Add penalty,V8192,2002-02-09 23:00:00+00:00
Payment,V8192,2003-11-26 23:00:00+00:00
Payment,V8192,2004-01-12 23:00:00+00:00
Payment,V8192,2004-03-04 23:00:00+00:00
Payment,V8192,2004-05-12 22:00:00+00:00
Payment,V8192,2004-07-19 22:00:00+00:00
Create Fine,V8350,2001-10-09 22:00:00+00:00
Send Fine,V8350,2001-11-15 23:00:00+00:00
Insert Fine Notification,V8350,2001-12-21 23:00:00+00:00
Insert Date Appeal to Prefecture,V8350,2001-12-22 23:00:00+00:00
Send Appeal to Prefecture,V8350,2001-12-23 23:00:00+00:00
Add penalty,V8350,2002-02-19 23:00:00+00:00
Payment,V8350,2002-06-04 22:00:00+00:00
Receive Result Appeal from Prefecture,V8350,2002-08-25 22:00:00+00:00
Notify Result Appeal to Offender,V8350,2002-08-29 22:00:00+00:00
Payment,V8350,2002-11-29 23:00:00+00:00
Create Fine,V8443,2001-10-07 22:00:00+00:00
Send Fine,V8443,2001-11-23 23:00:00+00:00
Send Appeal to Prefecture,V8443,2001-12-20 23:00:00+00:00
Insert Fine Notification,V8443,2001-12-23 23:00:00+00:00
Insert Date Appeal to Prefecture,V8443,2001-12-26 23:00:00+00:00
Add penalty,V8443,2002-02-21 23:00:00+00:00
Payment,V8443,2002-05-31 22:00:00+00:00
Create Fine,V8629,2001-11-16 23:00:00+00:00
Send Fine,V8629,2001-11-23 23:00:00+00:00
Insert Fine Notification,V8629,2001-12-26 23:00:00+00:00
Insert Date Appeal to Prefecture,V8629,2002-01-22 23:00:00+00:00
Add penalty,V8629,2002-02-24 23:00:00+00:00
Payment,V8629,2002-08-07 22:00:00+00:00
Payment,V8629,2002-09-08 22:00:00+00:00
Payment,V8629,2002-10-08 22:00:00+00:00
Create Fine,V8700,2001-11-30 23:00:00+00:00
Send Fine,V8700,2001-12-23 23:00:00+00:00
Insert Fine Notification,V8700,2002-01-04 23:00:00+00:00
Insert Date Appeal to Prefecture,V8700,2002-01-28 23:00:00+00:00
Send Appeal to Prefecture,V8700,2002-02-03 23:00:00+00:00
Add penalty,V8700,2002-03-05 23:00:00+00:00
Receive Result Appeal from Prefecture,V8700,2002-04-29 22:00:00+00:00
Notify Result Appeal to Offender,V8700,2002-09-06 22:00:00+00:00
Payment,V8700,2003-08-25 22:00:00+00:00
Send for Credit Collection,V8700,2004-01-09 23:00:00+00:00
Create Fine,V8809,2002-03-25 23:00:00+00:00
Send Fine,V8809,2002-06-09 22:00:00+00:00
Insert Date Appeal to Prefecture,V8809,2002-06-17 22:00:00+00:00
Insert Fine Notification,V8809,2002-06-18 22:00:00+00:00
Send Appeal to Prefecture,V8809,2002-06-18 22:00:00+00:00
Add penalty,V8809,2002-08-17 22:00:00+00:00
Payment,V8809,2003-06-17 22:00:00+00:00
Create Fine,V9576,2002-07-30 22:00:00+00:00
Send Fine,V9576,2002-10-24 22:00:00+00:00
Insert Fine Notification,V9576,2002-11-03 23:00:00+00:00
Insert Date Appeal to Prefecture,V9576,2002-11-12 23:00:00+00:00
Send Appeal to Prefecture,V9576,2002-12-01 23:00:00+00:00
Add penalty,V9576,2003-01-02 23:00:00+00:00
Receive Result Appeal from Prefecture,V9576,2003-02-27 23:00:00+00:00
Notify Result Appeal to Offender,V9576,2003-04-22 22:00:00+00:00
Appeal to Judge,V9576,2003-05-01 22:00:00+00:00
Payment,V9576,2004-05-02 22:00:00+00:00
Payment,V9576,2004-05-31 22:00:00+00:00
Payment,V9576,2004-06-30 22:00:00+00:00
Payment,V9576,2004-08-03 22:00:00+00:00
Payment,V9576,2004-09-22 22:00:00+00:00
Payment,V9576,2004-10-04 22:00:00+00:00
Create Fine,V9715,2002-08-04 22:00:00+00:00
Send Fine,V9715,2002-10-24 22:00:00+00:00
Insert Date Appeal to Prefecture,V9715,2002-10-27 23:00:00+00:00
Send Appeal to Prefecture,V9715,2002-10-28 23:00:00+00:00
Insert Fine Notification,V9715,2002-10-30 23:00:00+00:00
Appeal to Judge,V9715,2002-10-31 23:00:00+00:00
Add penalty,V9715,2002-12-29 23:00:00+00:00
Payment,V9715,2003-03-31 22:00:00+00:00
